CÓD. DEP.,DEPARTAMENTO,CÓD. MUN.,MUNICIPIO,GRUPO DE CULTIVO,SUBGRUPO DE CULTIVO,CULTIVO,DESAGREGACIÓN REGIONAL Y/O SISTEMA PRODUCTIVO,CÓDIGO CULTIVO,NOMBRE CIENTIFICO,PERIODO,Área Sembrada(ha),Área Cosechada(ha),Producción(t),Rendimiento(t/ha),ESTADO FISICO PRODUCCION
20,CESAR,20228,CURUMANI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,115,0,0,,LATEX SECO
20,CESAR,20517,PAILITAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,108,0,0,,LATEX SECO
23,CORDOBA,23682,SAN JOSE DE URE,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,832,0,0,,LATEX SECO
23,CORDOBA,23466,MONTELIBANO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,813,0,0,,LATEX SECO
23,CORDOBA,23580,PUERTO LIBERTADOR,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,370,0,0,,LATEX SECO
23,CORDOBA,23855,VALENCIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,80,0,0,,LATEX SECO
25,CUNDINAMARCA,25530,PARATEBUENO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,182,20,26,1.3,LATEX SECO
25,CUNDINAMARCA,25662,SAN JUAN DE RIOSECO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,130,20,16,0.8,LATEX SECO
25,CUNDINAMARCA,25168,CHAGUANI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,92,20,30,1.5,LATEX SECO
25,CUNDINAMARCA,25580,PULI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,29,22,18,0.8,LATEX SECO
25,CUNDINAMARCA,25320,GUADUAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,10,0,0,,LATEX SECO
25,CUNDINAMARCA,25438,MEDINA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,9,0,0,,LATEX SECO
25,CUNDINAMARCA,25867,VIANI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,6,4,2,0.5,LATEX SECO
25,CUNDINAMARCA,25095,BITUIMA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,4,0,0,,LATEX SECO
94,GUAINIA,94001,INIRIDA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,29,0,0,,LATEX SECO
95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,521,130,130,1,LATEX SECO
95,GUAVIARE,95025,EL RETORNO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,511,128,128,1,LATEX SECO
95,GUAVIARE,95015,CALAMAR,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,150,38,38,1,LATEX SECO
95,GUAVIARE,95200,MIRAFLORES,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,45,11,11,1,LATEX SECO
50,META,50573,PUERTO LOPEZ,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,9848,755,1209,1.6,LATEX SECO
50,META,50568,PUERTO GAITAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,3368,0,0,,LATEX SECO
50,META,50325,MAPIRIPAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,507,0,0,,LATEX SECO
50,META,50689,SAN MARTIN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,260,30,48,1.6,LATEX SECO
50,META,50350,LA MACARENA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,259,32,51,1.6,LATEX SECO
50,META,50711,VISTA HERMOSA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,213,1,2,1.6,LATEX SECO
50,META,50001,VILLAVICENCIO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,203,10,16,1.6,LATEX SECO
50,META,50680,SAN CARLOS DE GUAROA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,140,0,0,,LATEX SECO
50,META,50590,PUERTO RICO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,122,20,34,1.7,LATEX SECO
50,META,50006,ACACIAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,120,13,21,1.6,LATEX SECO
50,META,50330,MESETAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,98,5,9,1.7,LATEX SECO
50,META,50251,EL CASTILLO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,51,25,40,1.6,LATEX SECO
50,META,50110,BARRANCA DE UPIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,25,13,21,1.6,LATEX SECO
50,META,50577,PUERTO LLERAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,14,0,0,,LATEX SECO
50,META,50450,PUERTO CONCORDIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,14,14,22,1.6,LATEX SECO
50,META,50683,SAN JUAN DE ARAMA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,10,3,5,1.6,LATEX SECO
50,META,50370,LA URIBE,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,5,5,8,1.6,LATEX SECO
50,META,50124,CABUYARO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,2,2,3,1.6,LATEX SECO
50,META,50313,GRANADA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,2,2,3,1.6,LATEX SECO
50,META,50400,LEJANIAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,2,2,3,1.6,LATEX SECO
86,PUTUMAYO,86001,MOCOA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,201,0,0,,LATEX SECO
86,PUTUMAYO,86569,PUERTO CAICEDO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,121,20,18,0.9,LATEX SECO
86,PUTUMAYO,86571,PUERTO GUZMAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,90,0,0,,LATEX SECO
86,PUTUMAYO,86568,PUERTO ASIS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,76,6,5,0.8,LATEX SECO
86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,67,0,0,,LATEX SECO
86,PUTUMAYO,86320,ORITO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,30,0,0,,LATEX SECO
86,PUTUMAYO,86885,VILLAGARZON,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,25,23,6,0.3,LATEX SECO
86,PUTUMAYO,86573,PUERTO LEGUIZAMO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,19,3,1,0.3,LATEX SECO
63,QUINDIO,63111,BUENAVISTA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,5,5,2,0.4,LATEX SECO
68,SANTANDER,68190,CIMITARRA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,3483,950,1235,1.3,LATEX SECO
68,SANTANDER,68081,BARRANCABERMEJA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,1645,187,243,1.3,LATEX SECO
68,SANTANDER,68689,SAN VICENTE DE CHUCURI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,1380,120,132,1.1,LATEX SECO
68,SANTANDER,68533,PARAMO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,1260,1000,600,0.6,LATEX SECO
68,SANTANDER,68575,PUERTO WILCHES,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,661,251,126,0.5,LATEX SECO
68,SANTANDER,68573,PUERTO PARRA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,590,42,46,1.1,LATEX SECO
68,SANTANDER,68307,GIRON,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,492,292,438,1.5,LATEX SECO
68,SANTANDER,68385,LANDAZURI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,422,250,200,0.8,LATEX SECO
68,SANTANDER,68235,EL CARMEN DE CHUCURI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,290,290,406,1.4,LATEX SECO
68,SANTANDER,68655,SABANA DE TORRES,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,239,100,100,1,LATEX SECO
68,SANTANDER,68745,SIMACOTA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,236,0,0,,LATEX SECO
68,SANTANDER,68615,RIONEGRO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,150,150,75,0.5,LATEX SECO
68,SANTANDER,68406,LEBRIJA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,132,0,0,,LATEX SECO
68,SANTANDER,68255,EL PLAYON,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,62,45,54,1.2,LATEX SECO
68,SANTANDER,68092,BETULIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,42,30,24,0.8,LATEX SECO
68,SANTANDER,68320,GUADALUPE,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,7,7,7,1,LATEX SECO
73,TOLIMA,73168,CHAPARRAL,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,85,10,3,0.3,LATEX SECO
99,VICHADA,99524,LA PRIMAVERA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,200,0,0,,LATEX SECO
99,VICHADA,99773,CUMARIBO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2013,102,0,0,,LATEX SECO
5,ANTIOQUIA,5790,TARAZA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,3449,2149,4298,2,LATEX SECO
5,ANTIOQUIA,5120,CACERES,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,1690,163,196,1.2,LATEX SECO
5,ANTIOQUIA,5895,ZARAGOZA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,1196,80,72,0.9,LATEX SECO
5,ANTIOQUIA,5154,CAUCASIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,1105,0,0,,LATEX SECO
5,ANTIOQUIA,5250,EL BAGRE,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,485,13,10,0.8,LATEX SECO
5,ANTIOQUIA,5837,TURBO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,454,0,0,,LATEX SECO
5,ANTIOQUIA,5495,NECHI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,324,105,95,0.9,LATEX SECO
5,ANTIOQUIA,5480,MUTATA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,154,11,14,1.3,LATEX SECO
5,ANTIOQUIA,5490,NECOCLI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,133,0,0,,LATEX SECO
5,ANTIOQUIA,5665,SAN PEDRO DE URABA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,103,60,54,0.9,LATEX SECO
5,ANTIOQUIA,5051,ARBOLETES,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,95,0,0,,LATEX SECO
5,ANTIOQUIA,5425,MACEO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,60,10,6,0.6,LATEX SECO
5,ANTIOQUIA,5893,YONDO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,52,3,3,0.9,LATEX SECO
5,ANTIOQUIA,5031,AMALFI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,46,4,4,0.9,LATEX SECO
5,ANTIOQUIA,5854,VALDIVIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,45,13,5,0.4,LATEX SECO
5,ANTIOQUIA,5858,VEGACHI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,40,5,5,1,LATEX SECO
5,ANTIOQUIA,5890,YOLOMBO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,30,0,0,,LATEX SECO
5,ANTIOQUIA,5579,PUERTO BERRIO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,25,14,21,1.5,LATEX SECO
5,ANTIOQUIA,5591,PUERTO TRIUNFO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,21,12,5,0.4,LATEX SECO
5,ANTIOQUIA,5670,SAN ROQUE,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,15,15,15,1,LATEX SECO
5,ANTIOQUIA,5147,CAREPA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,6,6,5,0.8,LATEX SECO
5,ANTIOQUIA,5736,SEGOVIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,3,0,0,,LATEX SECO
13,BOLIVAR,13744,SIMITI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,223,70,63,0.9,LATEX SECO
13,BOLIVAR,13670,SAN PABLO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,200,30,27,0.9,LATEX SECO
13,BOLIVAR,13160,CANTAGALLO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,9,0,0,,LATEX SECO
17,CALDAS,17867,VICTORIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,1600,600,960,1.6,LATEX SECO
17,CALDAS,17444,MARQUETALIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,308,238,476,2,LATEX SECO
17,CALDAS,17662,SAMANA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,270,100,100,1,LATEX SECO
17,CALDAS,17495,NORCASIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,30,0,0,,LATEX SECO
17,CALDAS,17777,SUPIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,9,9,14,1.6,LATEX SECO
18,CAQUETA,18150,CARTAGENA DEL CHAIRA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,922,360,432,1.2,LATEX SECO
18,CAQUETA,18247,EL DONCELLO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,893,600,720,1.2,LATEX SECO
18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,797,425,510,1.2,LATEX SECO
18,CAQUETA,18592,PUERTO RICO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,583,180,198,1.1,LATEX SECO
18,CAQUETA,18256,EL PAUJIL,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,474,34,41,1.2,LATEX SECO
18,CAQUETA,18001,FLORENCIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,465,87,96,1.1,LATEX SECO
18,CAQUETA,18410,MONTAÑITA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,431,75,83,1.1,LATEX SECO
18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,420,55,66,1.2,LATEX SECO
18,CAQUETA,18460,MILAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,329,50,60,1.2,LATEX SECO
18,CAQUETA,18205,CURILLO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,197,0,0,,LATEX SECO
18,CAQUETA,18785,SOLITA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,151,146,117,0.8,LATEX SECO
18,CAQUETA,18860,VALPARAISO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,134,60,60,1,LATEX SECO
18,CAQUETA,18029,ALBANIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,121,5,6,1.2,LATEX SECO
18,CAQUETA,18756,SOLANO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,104,17,17,1,LATEX SECO
18,CAQUETA,18479,MORELIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,96,78,78,1,LATEX SECO
18,CAQUETA,18610,SAN JOSE DEL FRAGUA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,66,34,27,0.8,LATEX SECO
85,CASANARE,85162,MONTERREY,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,123,0,0,,LATEX SECO
85,CASANARE,85440,VILLANUEVA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,50,0,0,,LATEX SECO
85,CASANARE,85001,YOPAL,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,14,0,0,,LATEX SECO
85,CASANARE,85230,OROCUE,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,9,1,1,1,LATEX SECO
85,CASANARE,85400,TAMARA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,6,0,0,,LATEX SECO
20,CESAR,20228,CURUMANI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,115,0,0,,LATEX SECO
20,CESAR,20517,PAILITAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,108,0,0,,LATEX SECO
23,CORDOBA,23466,MONTELIBANO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,866,691,69,0.1,LATEX SECO
23,CORDOBA,23682,SAN JOSE DE URE,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,832,0,0,,LATEX SECO
23,CORDOBA,23580,PUERTO LIBERTADOR,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,390,0,0,,LATEX SECO
23,CORDOBA,23855,VALENCIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,100,0,0,,LATEX SECO
23,CORDOBA,23168,CHIMA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,14,0,0,,LATEX SECO
25,CUNDINAMARCA,25530,PARATEBUENO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,182,20,40,2,LATEX SECO
25,CUNDINAMARCA,25662,SAN JUAN DE RIOSECO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,170,20,15,0.8,LATEX SECO
25,CUNDINAMARCA,25168,CHAGUANI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,102,20,30,1.5,LATEX SECO
25,CUNDINAMARCA,25580,PULI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,29,16,13,0.8,LATEX SECO
25,CUNDINAMARCA,25320,GUADUAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,10,0,0,,LATEX SECO
25,CUNDINAMARCA,25438,MEDINA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,9,0,0,,LATEX SECO
25,CUNDINAMARCA,25867,VIANI,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,7,6,3,0.5,LATEX SECO
94,GUAINIA,94001,INIRIDA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,29,0,0,,LATEX SECO
95,GUAVIARE,95025,EL RETORNO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,882,221,221,1,LATEX SECO
95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,648,162,162,1,LATEX SECO
95,GUAVIARE,95015,CALAMAR,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,271,68,68,1,LATEX SECO
95,GUAVIARE,95200,MIRAFLORES,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,65,16,16,1,LATEX SECO
50,META,50573,PUERTO LOPEZ,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,12828,550,1100,2,LATEX SECO
50,META,50568,PUERTO GAITAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,3704,0,0,,LATEX SECO
50,META,50325,MAPIRIPAN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,660,100,230,2.3,LATEX SECO
50,META,50689,SAN MARTIN,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,260,220,440,2,LATEX SECO
50,META,50350,LA MACARENA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,259,10,15,1.5,LATEX SECO
50,META,50711,VISTA HERMOSA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,255,1,2,2.4,LATEX SECO
50,META,50001,VILLAVICENCIO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,203,153,337,2.2,LATEX SECO
50,META,50680,SAN CARLOS DE GUAROA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,140,20,40,2,LATEX SECO
50,META,50590,PUERTO RICO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,132,102,224,2.2,LATEX SECO
50,META,50006,ACACIAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,120,30,45,1.5,LATEX SECO
50,META,50330,MESETAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,71,32,58,1.8,LATEX SECO
50,META,50251,EL CASTILLO,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,51,10,12,1.2,LATEX SECO
50,META,50110,BARRANCA DE UPIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,25,20,40,2,LATEX SECO
50,META,50450,PUERTO CONCORDIA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,14,14,17,1.2,LATEX SECO
50,META,50577,PUERTO LLERAS,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,14,14,17,1.2,LATEX SECO
50,META,50683,SAN JUAN DE ARAMA,FORESTALES,CAUCHO,CAUCHO,CAUCHO,112072090556,HEVEA BRAZILIENSIS,2014,10,10,12,1.2,LATEX SECO
