Anio,Mes,CodigoPais,PaisOrigen,LongitudPais,LatitudPais,CodigoDepto,DepartamentoDestino,LongitudDpto,LatitudDpto,Partida,Cadena,Producto,CodigoUnidad,CantidadUnidades,ValorMilesFOBDol,ValorMilesPesos,VolumenToneladas
2006,Enero,611,Puerto Rico,-661.136,184.676,23,CÓRDOBA,-758732573059,875981523965,"0105920000 - Gallos y gallinas vivos, de peso inferior o igual a 2.000 g, pero superior a 185 g.",Avícola,Gallos y gallinas,U,40,0.4,1892.93,0.09
2006,Enero,361,India,79,-22,5,ANTIOQUIA,-755760017134,624858636743,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,22000,58.85,144756.67,22
2006,Enero,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,18173.2,28.17,69423.85,18.17
2006,Enero,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,4003,11.81,29104.07,4
2006,Enero,611,Puerto Rico,-661.136,184.676,23,CÓRDOBA,-758732573059,875981523965,"0105920000 - Gallos y gallinas vivos, de peso inferior o igual a 2.000 g, pero superior a 185 g.",Avícola,Gallos y gallinas,U,40,0.4,1897.01,0.09
2006,Enero,211,Chile,-71,-30,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,8900,14.44,42479.24,0.54
2006,Enero,493,México,-102,23,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,360,0.85,3338.01,0.02
2006,Enero,149,Canadá,-113.643,601.087,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,8960,56.37,141435.62,0.41
2006,Enero,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,31057,387.93,915688.88,1.9
2006,Enero,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,21838,271.1,650864.83,1.43
2006,Enero,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,87120,60.53,148253.82,5.45
2006,Febrero,249,Estados Unidos,-98.5,39.76,25,CUNDINAMARCA,-746692192503,437531467846,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,3844,9.42,22882.87,3.84
2006,Febrero,850,Venezuela,-66,8,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,19040,116.11,264159.16,0.71
2006,Febrero,211,Chile,-71,-30,5,ANTIOQUIA,-755760017134,624858636743,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,9600,15.26,43951.78,0.58
2006,Febrero,211,Chile,-71,-30,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,4500,7.3,21196.03,0.27
2006,Febrero,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,4500,0.45,1359.3,0.07
2006,Febrero,105,Brasil,-55,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,7000,21.05,50844.56,0.36
2006,Febrero,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,35294,386.16,902091.23,2.15
2006,Febrero,573,Países Bajos,5.75,52.25,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,41650,74.65,249711.67,1.71
2006,Marzo,493,México,-102,23,76,VALLE DEL CAUCA,-765215601611,34144187719,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,13650,10.1,32192.31,0.85
2006,Marzo,87,Bélgica,4.5,50.75,5,ANTIOQUIA,-755760017134,624858636743,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,12000,31.77,78269.4,12
2006,Marzo,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,6081,9.43,22347.48,6.08
2006,Marzo,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,18044.4,56.89,134893.23,18.04
2006,Marzo,850,Venezuela,-66,8,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,29000,145.86,334334.4,29
2006,Marzo,211,Chile,-71,-30,5,ANTIOQUIA,-755760017134,624858636743,"0408910000 - Los demás huevos de ave sin cáscara, secos.",Avícola,Huevos,KG,3000,10.2,24636.98,3
2006,Marzo,493,México,-102,23,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,360,0.85,3319.49,0.02
2006,Marzo,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,22712,316.87,730985.5,1.29
2006,Marzo,573,Países Bajos,5.75,52.25,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,20944,39.87,125662.68,0.86
2006,Marzo,23,Alemania,10.5,51.5,76,VALLE DEL CAUCA,-765215601611,34144187719,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,109080,149.13,382943.73,6
2006,Marzo,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,28800,19.48,47873.75,1.8
2006,Abril,249,Estados Unidos,-98.5,39.76,8,ATLÁNTICO,-748132169683,109783195607,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,127,0.41,1021.12,0.13
2006,Abril,23,Alemania,10.5,51.5,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0408910000 - Los demás huevos de ave sin cáscara, secos.",Avícola,Huevos,KG,100,0.83,2247.83,0.1
2006,Abril,611,Puerto Rico,-661.136,184.676,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105920000 - Gallos y gallinas vivos, de peso inferior o igual a 2.000 g, pero superior a 185 g.",Avícola,Gallos y gallinas,U,12,1.2,3167.97,0.02
2006,Abril,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,4639.47,14.09,35689.54,4.64
2006,Abril,361,India,79,-22,5,ANTIOQUIA,-755760017134,624858636743,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,22000,57.97,146677.43,22
2006,Abril,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,10212.3,15.83,39540.22,10.21
2006,Abril,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,10501.9,30.98,77388.01,10.5
2006,Abril,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,23987.72,36.18,89496.04,23.99
2006,Abril,211,Chile,-71,-30,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,4500,7.3,21581.12,0.27
2006,Abril,493,México,-102,23,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,360,0.85,3378.25,0.02
2006,Abril,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,30700,96.02,244275.82,1.67
2006,Abril,573,Países Bajos,5.75,52.25,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,17850,33.93,110706.19,0.73
2006,Abril,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,14154,176.34,430942.03,0.92
2006,Mayo,249,Estados Unidos,-98.5,39.76,25,CUNDINAMARCA,-746692192503,437531467846,"0207240000 - Carne de pavo (gallipavo) sin trocear, fresca o refrigerada.",Avícola,Carne y despojos comestibles de pavos,KG,7756,2.49,6514.58,7.76
2006,Mayo,249,Estados Unidos,-98.5,39.76,25,CUNDINAMARCA,-746692192503,437531467846,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,5224,12.8,33438.7,5.22
2006,Mayo,249,Estados Unidos,-98.5,39.76,41,HUILA,-752777314808,293555887476,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,9988,39.05,117262.65,9.99
2006,Mayo,493,México,-102,23,76,VALLE DEL CAUCA,-765215601611,34144187719,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,13650,11.53,33189.23,0.85
2006,Mayo,23,Alemania,10.5,51.5,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0408910000 - Los demás huevos de ave sin cáscara, secos.",Avícola,Huevos,KG,50,0.48,1146.96,0.05
2006,Mayo,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,23029.7,73.7,182845.36,23.03
2006,Mayo,611,Puerto Rico,-661.136,184.676,23,CÓRDOBA,-758732573059,875981523965,"0105920000 - Gallos y gallinas vivos, de peso inferior o igual a 2.000 g, pero superior a 185 g.",Avícola,Gallos y gallinas,U,30,0.3,1786.51,0.06
2006,Mayo,850,Venezuela,-66,8,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,9520,58.05,143124.81,0.35
2006,Mayo,211,Chile,-71,-30,5,ANTIOQUIA,-755760017134,624858636743,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,8200,13.07,40688.28,0.5
2006,Mayo,493,México,-102,23,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,360,0.85,3715.09,0.02
2006,Mayo,573,Países Bajos,5.75,52.25,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,28560,51.13,187941.17,1.17
2006,Mayo,149,Canadá,-113.643,601.087,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,11100,63.37,171847.19,0.5
2006,Mayo,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,14680,280.55,669485.15,0.78
2006,Mayo,628,Reino Unido,-269.531,547.584,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,18400,116.37,310396.92,1.07
2006,Mayo,105,Brasil,-55,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,120960,54.93,173139.45,7.73
2006,Junio,611,Puerto Rico,-661.136,184.676,23,CÓRDOBA,-758732573059,875981523965,"0105920000 - Gallos y gallinas vivos, de peso inferior o igual a 2.000 g, pero superior a 185 g.",Avícola,Gallos y gallinas,U,30,0.3,1811.29,0.1
2006,Junio,63,Argentina,-64,-34,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0408910000 - Los demás huevos de ave sin cáscara, secos.",Avícola,Huevos,KG,4000,13.2,38638.47,4
2006,Junio,493,México,-102,23,76,VALLE DEL CAUCA,-765215601611,34144187719,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,13650,11.53,36274.11,0.85
2006,Junio,211,Chile,-71,-30,5,ANTIOQUIA,-755760017134,624858636743,"0408910000 - Los demás huevos de ave sin cáscara, secos.",Avícola,Huevos,KG,3000,12.6,33172.91,3
2006,Junio,211,Chile,-71,-30,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,14500,23.18,76086.15,0.87
2006,Junio,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,1432.83,4.24,14951,1.43
2006,Junio,105,Brasil,-55,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,17825,111.2,297129.18,0.77
2006,Junio,573,Países Bajos,5.75,52.25,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,13685,26.08,92394.25,0.37
2006,Junio,573,Países Bajos,5.75,52.25,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,36377,59.53,229225.21,1.65
2006,Julio,850,Venezuela,-66,8,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,19040,116.11,297680.3,0.71
2006,Julio,211,Chile,-71,-30,5,ANTIOQUIA,-755760017134,624858636743,"0408910000 - Los demás huevos de ave sin cáscara, secos.",Avícola,Huevos,KG,3000,12.6,33661.03,3
2006,Julio,211,Chile,-71,-30,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,5000,8.08,26380.49,0.3
2006,Julio,105,Brasil,-55,-10,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,22425,139.2,369883.51,1.13
2006,Julio,573,Países Bajos,5.75,52.25,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,20349,36.08,132234.48,0.83
2006,Julio,105,Brasil,-55,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,101520,51.26,157694.77,6.49
2006,Julio,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,27730,449.18,1176903.73,1.62
2006,Julio,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0407001000 - Huevos de ave para incubar.,Avícola,Huevos,U,68400,34.27,100625.18,4.65
2006,Agosto,249,Estados Unidos,-98.5,39.76,25,CUNDINAMARCA,-746692192503,437531467846,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,1818,4.18,10914.31,1.82
2006,Agosto,493,México,-102,23,76,VALLE DEL CAUCA,-765215601611,34144187719,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,13650,11.73,31879.56,0.85
2006,Agosto,63,Argentina,-64,-34,5,ANTIOQUIA,-755760017134,624858636743,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,9600,30.95,80417,9.6
2006,Agosto,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,9074.36,28.28,73062.27,9.07
2006,Agosto,211,Chile,-71,-30,5,ANTIOQUIA,-755760017134,624858636743,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,10700,16.97,51589.95,0.64
2006,Agosto,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,25047.8,37.77,99375.2,25.05
2006,Agosto,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0207120000 - Carne de gallo o gallina sin trocear, congelada.",Avícola,Carne y despojos comestibles de gallos y gallinas,KG,26251,27.27,68041.69,26.25
2006,Agosto,211,Chile,-71,-30,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,12000,19,59076.05,0.72
2006,Agosto,493,México,-102,23,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,360,1.32,3518.21,0.02
2006,Agosto,105,Brasil,-55,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,6496,38.73,95585.79,0.32
2006,Agosto,249,Estados Unidos,-98.5,39.76,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,14313,273.56,667783.53,0.76
2006,Agosto,573,Países Bajos,5.75,52.25,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,26180,49.89,167617.43,1.07
2006,Agosto,573,Países Bajos,5.75,52.25,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,16065,30.55,104226.24,0.66
2006,Agosto,105,Brasil,-55,-10,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,34000,167.73,417286.25,1.36
2006,Septiembre,249,Estados Unidos,-98.5,39.76,41,HUILA,-752777314808,293555887476,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,10000,25.8,71619.3,10
2006,Septiembre,611,Puerto Rico,-661.136,184.676,23,CÓRDOBA,-758732573059,875981523965,"0105920000 - Gallos y gallinas vivos, de peso inferior o igual a 2.000 g, pero superior a 185 g.",Avícola,Gallos y gallinas,U,40,0.4,1996.75,0.06
2006,Septiembre,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0207120000 - Carne de gallo o gallina sin trocear, congelada.",Avícola,Carne y despojos comestibles de gallos y gallinas,KG,25385.2,25.56,63791.24,25.39
2006,Septiembre,211,Chile,-71,-30,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,8000,12.76,39414.85,0.48
2006,Septiembre,249,Estados Unidos,-98.5,39.76,25,CUNDINAMARCA,-746692192503,437531467846,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,2000,3.7,10983.82,0.2
2006,Septiembre,105,Brasil,-55,-10,76,VALLE DEL CAUCA,-765215601611,34144187719,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,10320,50.33,125837.45,0.41
2006,Octubre,63,Argentina,-64,-34,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,500,1.9,6122.1,0.5
2006,Octubre,63,Argentina,-64,-34,5,ANTIOQUIA,-755760017134,624858636743,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,18800,66.82,169156.58,18.8
2006,Octubre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,23689.8,77.79,190151.69,23.69
2006,Octubre,589,Perú,-75.25,-10,76,VALLE DEL CAUCA,-765215601611,34144187719,"0408990000 - Los demás huevos de ave sin cáscara, frescos, secos, cocidos en agua o vapor, moldeados, congelados o conservados de otro modo, incluso con adición de azúcar u otro edulcorante.",Avícola,Huevos,KG,600,2.7,6761.53,0.6
2006,Octubre,589,Perú,-75.25,-10,25,CUNDINAMARCA,-746692192503,437531467846,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,24926.04,86.26,213085.2,24.93
2006,Octubre,239,Ecuador,-78.25,-1.25,52,NARIÑO,-7727877597,121245507293,"0207120000 - Carne de gallo o gallina sin trocear, congelada.",Avícola,Carne y despojos comestibles de gallos y gallinas,KG,56842.95,59.08,150799.73,56.84
2006,Octubre,211,Chile,-71,-30,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105120000 - Pavos (gallipavos)de las especies domésticas, vivos,  de peso inferior o igual a 185 g.",Avícola,Gallos y gallinas,U,3500,5.74,17756.06,0.21
2006,Octubre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,2276.92,6.87,21469,2.28
2006,Octubre,105,Brasil,-55,-10,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,11500,71.94,177688.55,0.5
2006,Octubre,573,Países Bajos,5.75,52.25,68,SANTANDER,-731325976221,711626842734,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,26180,33.86,128745.54,1.07
2006,Octubre,23,Alemania,10.5,51.5,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,4480,18.25,57537.35,0.19
2006,Octubre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,14154,176.14,441625.62,0.91
2006,Noviembre,249,Estados Unidos,-98.5,39.76,11,"BOGOTÁ, D. C.",-74106715324,464993705899,0408110000 - Yemas de huevo secas.,Avícola,Huevos,KG,9080,37.38,95881.88,9.08
2006,Noviembre,215,China,105,-35,25,CUNDINAMARCA,-746692192503,437531467846,"0207330000 - Carne de pato, ganso o pintada, sin trocear, congelada.",Avícola,Carne y despojos comestibles de ganso o pato,KG,4772.73,10.5,25951.98,4.77
2006,Noviembre,105,Brasil,-55,-10,73,TOLIMA,-751953679078,443280938914,"0105110000 - Gallos y gallinas de las especies domésticas, de peso inferior o igual a 185 g, vivos.",Avícola,Gallos y gallinas,U,2000,15.34,37241.36,0.09
2006,Noviembre,493,México,-102,23,76,VALLE DEL CAUCA,-765215601611,34144187719,"0407002000 - Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos para producción de vacunas (libres de patógenos específicos).",Avícola,Huevos,U,27300,22.27,62710.79,1.69
2006,Noviembre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,198506.9,307.69,784770.28,198.51
2006,Noviembre,589,Perú,-75.25,-10,11,"BOGOTÁ, D. C.",-74106715324,464993705899,"0207270000 - Trozos y despojos de pavo (gallipavo), congelados.",Avícola,Carne y despojos comestibles de pavos,KG,46234.5,151.53,363701.91,46.23
2006,Noviembre,589,Perú,-75.25,-10,5,ANTIOQUIA,-755760017134,624858636743,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,25088.6,37.83,92040.24,25.09
2006,Noviembre,589,Perú,-75.25,-10,5,ANTIOQUIA,-755760017134,624858636743,"0207250000 - Carne de pavo (gallipavo) sin trocear, congelado.",Avícola,Carne y despojos comestibles de pavos,KG,42113.64,65.28,161128.43,42.11
